1, 2, 3, 3, 4, 2, 4, 1, 5, 6, 2, 3, 1, 4, 7, 5, 7, 5, 8, 5, 8, 1, 4, 3, 1, 8, 6, 5, 1, 2, 7, 1, 3, 8, 2, 1, 8, 4, 2, 8, 6, 7, 1, 5, 1, 7, 3, 3, 1, 4, 5, 8, 1, 7, 8, 2, 4, 1, 4, 7, 8, 6, 1, 6, 5, 8, 4, 3, 6, 2, 3, 1, 6, 1, 1, 5, 2, 1, 6, 3, 7, 4, 7, 7, 6, 2, 7, 2, 7, 8, 8, 5, 1, 7, 1, 1, 8, 6, 8, 5, 5, 7, 2, 1, 3, 0, 0, 1, 5, 4, 8, 0, 0, 0, 6
1, 2, 3, 3, 4, 2, 4, 1, 5, 6, 2, 3, 1, 4, 7, 5, 7, 5, 8, 5, 8, 1, 4, 3, 1, 8, 6, 5, 1, 2, 7, 1, 3, 8, 2, 1, 8, 4, 2, 8, 6, 7, 1, 5, 1, 7, 3, 3, 1, 4, 5, 8, 1, 7, 8, 2, 4, 1, 4, 7, 8, 7, 1, 6, 5, 4, 4, 3, 6, 2, 3, 1, 6, 1, 1, 5, 2, 1, 6, 3, 7, 4, 7, 7, 6, 2, 7, 2, 7, 8, 8, 5, 1, 7, 1, 1, 8, 6, 8, 5, 5, 7, 2, 1, 3, 0, 0, 1, 5, 4, 8, 0, 0, 0, 6
1, 2, 3, 3, 4, 2, 4, 1, 5, 14, 2, 3, 14, 4, 7, 5, 7, 5, 8, 5, 8, 14, 4, 3, 1, 8, 14, 5, 1, 2, 7, 1, 3, 8, 2, 14, 8, 4, 2, 8, 14, 7, 1, 5, 14, 7, 3, 3, 1, 4, 5, 8, 1, 7, 8, 2, 4, 14, 4, 7, 8, 14, 14, 14, 5, 4, 4, 3, 14, 2, 3, 1, 14, 14, 14, 5, 2, 1, 14, 3, 7, 4, 7, 7, 14, 2, 7, 2, 7, 8, 8, 5, 14, 7, 1, 1, 8, 14, 8, 5, 5, 7, 2, 14, 3, 0, 0, 1, 5, 4, 8, 0, 0, 0, 14
1, 2, 3, 3, 4, 2, 4, 1, 5, 6, 2, 3, 1, 4, 7, 5, 7, 5, 8, 5, 8, 1, 4, 3, 1, 8, 6, 5, 1, 2, 7, 1, 3, 8, 2, 1, 8, 4, 2, 8, 6, 7, 1, 5, 1, 7, 3, 3, 1, 4, 5, 8, 1, 7, 8, 5, 4, 1, 4, 7, 8, 6, 1, 6, 5, 4, 4, 3, 6, 2, 3, 1, 6, 1, 1, 5, 2, 1, 6, 3, 7, 4, 7, 7, 6, 2, 7, 2, 7, 8, 8, 5, 1, 7, 1, 1, 8, 6, 8, 5, 5, 7, 2, 1, 3, 0, 0, 1, 5, 4, 8, 0, 0, 0, 6
1, 2, 12, 12, 4, 2, 4, 1, 5, 6, 2, 12, 1, 4, 12, 5, 12, 5, 8, 5, 8, 1, 4, 12, 1, 8, 6, 5, 1, 2, 12, 1, 12, 8, 2, 1, 8, 4, 2, 8, 6, 12, 1, 5, 1, 12, 12, 12, 1, 4, 5, 8, 1, 12, 8, 2, 4, 1, 4, 12, 8, 6, 1, 6, 5, 4, 4, 12, 6, 2, 12, 1, 6, 1, 1, 5, 2, 1, 6, 12, 12, 4, 12, 12, 6, 2, 12, 2, 12, 8, 8, 5, 1, 12, 1, 1, 8, 6, 8, 5, 5, 12, 2, 1, 12, 0, 0, 1, 5, 4, 8, 0, 0, 0, 6
1, 2, 13, 13, 13, 2, 13, 1, 5, 6, 2, 13, 1, 13, 7, 5, 7, 5, 8, 5, 8, 1, 13, 13, 1, 8, 6, 5, 1, 2, 7, 1, 13, 8, 2, 1, 8, 13, 2, 8, 6, 7, 1, 5, 1, 7, 13, 13, 1, 13, 5, 8, 1, 7, 8, 2, 13, 1, 13, 7, 8, 6, 1, 6, 5, 13, 13, 13, 6, 2, 13, 1, 6, 1, 1, 5, 2, 1, 6, 13, 7, 13, 7, 7, 6, 2, 7, 2, 7, 8, 8, 5, 1, 7, 1, 1, 8, 6, 8, 5, 5, 7, 2, 1, 13, 0, 0, 1, 5, 13, 8, 0, 0, 0, 6
1, 2, 3, 3, 4, 2, 4, 1, 5, 6, 2, 3, 1, 4, 7, 5, 7, 5, 8, 5, 8, 1, 4, 3, 1, 8, 6, 5, 1, 2, 7, 1, 3, 8, 2, 1, 8, 4, 2, 8, 6, 7, 1, 5, 1, 7, 5, 3, 1, 4, 5, 8, 1, 7, 8, 2, 4, 1, 4, 7, 8, 6, 1, 6, 5, 4, 4, 3, 6, 2, 3, 1, 6, 1, 1, 5, 2, 1, 6, 3, 7, 4, 7, 7, 6, 2, 7, 2, 7, 8, 8, 5, 1, 7, 1, 1, 8, 6, 8, 5, 5, 7, 2, 1, 3, 0, 0, 1, 5, 4, 8, 0, 0, 0, 6
1, 2, 3, 3, 4, 2, 4, 1, 5, 6, 2, 3, 18, 4, 18, 5, 18, 5, 8, 5, 8, 18, 4, 3, 1, 8, 6, 5, 1, 2, 18, 1, 3, 8, 2, 18, 8, 4, 2, 8, 6, 18, 1, 5, 18, 18, 3, 3, 1, 4, 5, 8, 1, 18, 8, 2, 4, 18, 4, 18, 8, 6, 18, 6, 5, 4, 4, 3, 6, 2, 3, 1, 6, 18, 18, 5, 2, 1, 6, 3, 18, 4, 18, 18, 6, 2, 18, 2, 18, 8, 8, 5, 18, 18, 1, 1, 8, 6, 8, 5, 5, 18, 2, 18, 3, 0, 0, 1, 5, 4, 8, 0, 0, 0, 6
1, 2, 3, 3, 4, 2, 4, 1, 5, 6, 2, 3, 1, 4, 7, 5, 7, 5, 8, 5, 8, 1, 4, 3, 1, 8, 6, 5, 1, 2, 7, 1, 3, 8, 2, 1, 8, 4, 2, 8, 6, 7, 1, 5, 1, 7, 7, 3, 1, 4, 5, 8, 1, 7, 8, 2, 4, 1, 4, 7, 8, 6, 1, 6, 5, 4, 4, 3, 6, 2, 3, 1, 6, 1, 1, 5, 2, 1, 6, 3, 7, 4, 7, 7, 6, 2, 7, 2, 7, 8, 8, 5, 1, 7, 1, 1, 8, 6, 8, 5, 5, 7, 2, 1, 3, 0, 0, 1, 5, 4, 8, 0, 0, 0, 6
1, 2, 3, 3, 4, 2, 4, 1, 5, 18, 2, 3, 18, 4, 7, 5, 7, 5, 8, 5, 8, 18, 4, 3, 1, 8, 18, 5, 1, 2, 7, 1, 3, 8, 2, 18, 8, 4, 2, 8, 18, 7, 1, 5, 18, 7, 3, 3, 1, 4, 5, 8, 1, 7, 8, 2, 4, 18, 4, 7, 8, 18, 18, 18, 5, 4, 4, 3, 18, 2, 3, 1, 18, 18, 18, 5, 2, 1, 18, 3, 7, 4, 7, 7, 18, 2, 7, 2, 7, 8, 8, 5, 18, 7, 1, 1, 8, 18, 8, 5, 5, 7, 2, 18, 3, 21, 21, 1, 5, 4, 8, 21, 21, 21, 18
15, 16, 17, 17, 18, 15, 17, 18, 19, 19, 20, 19, 18, 18, 17, 18, 18, 18, 20, 18, 19, 17, 16, 16, 18, 17, 15, 17, 15, 20, 20, 17, 17, 18, 17, 17, 20, 17, 16, 17, 16, 18, 16, 15, 18, 17, 18, 17, 17, 17, 15, 15, 19, 20, 16, 20, 17, 15, 18, 19, 17, 15, 18, 15, 19, 18, 17, 16, 18, 20, 15, 20, 16, 15, 17, 16, 15, 19, 20, 18, 18, 17, 16, 15, 18, 20, 20, 18, 17, 17, 17, 15, 16, 15, 19, 15, 19, 18, 16, 17, 17, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21
22, 16, 17, 17, 18, 22, 17, 18, 19, 19, 22, 19, 18, 18, 17, 18, 18, 18, 22, 18, 19, 17, 16, 16, 18, 17, 22, 17, 22, 22, 22, 17, 17, 18, 17, 19, 22, 17, 16, 17, 16, 18, 16, 22, 18, 17, 18, 17, 17, 17, 22, 22, 19, 22, 16, 22, 17, 22, 18, 19, 17, 22, 18, 22, 19, 18, 17, 16, 18, 22, 22, 22, 16, 22, 17, 16, 22, 19, 22, 18, 18, 17, 16, 22, 18, 22, 22, 18, 17, 17, 17, 22, 16, 22, 19, 22, 19, 18, 16, 17, 17, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21
23, 2, 3, 3, 4, 2, 4, 23, 5, 23, 2, 3, 1, 4, 7, 5, 7, 5, 8, 5, 8, 1, 4, 3, 23, 8, 23, 5, 23, 2, 7, 23, 3, 8, 2, 1, 8, 4, 2, 8, 23, 7, 23, 5, 1, 7, 3, 3, 23, 4, 5, 8, 23, 7, 8, 2, 4, 1, 4, 7, 8, 23, 1, 23, 5, 4, 4, 3, 23, 2, 3, 23, 23, 1, 1, 5, 2, 23, 23, 3, 7, 4, 7, 7, 23, 2, 7, 2, 7, 8, 8, 5, 1, 7, 23, 23, 8, 23, 8, 5, 5, 7, 23, 0, 3, 0, 4, 1, 0, 2, 8, 0, 23, 0, 5
23, 2, 26, 26, 4, 2, 4, 23, 5, 6, 2, 26, 1, 4, 26, 5, 26, 5, 8, 5, 8, 1, 4, 26, 23, 8, 6, 5, 23, 2, 26, 23, 26, 8, 2, 1, 8, 4, 2, 8, 6, 26, 23, 5, 1, 26, 26, 26, 23, 4, 5, 8, 23, 26, 8, 2, 4, 1, 4, 26, 8, 6, 1, 6, 5, 4, 4, 26, 6, 2, 26, 23, 6, 1, 1, 5, 2, 23, 6, 26, 26, 4, 26, 26, 6, 2, 26, 2, 26, 8, 8, 5, 1, 26, 23, 23, 8, 6, 8, 5, 5, 26, 23, 0, 26, 0, 4, 1, 0, 2, 8, 0, 6, 0, 5
23, 2, 3, 3, 4, 2, 4, 23, 5, 6, 2, 3, 1, 4, 7, 5, 7, 5, 8, 5, 8, 1, 4, 3, 23, 8, 8, 5, 23, 2, 7, 23, 3, 8, 2, 1, 8, 4, 2, 8, 6, 7, 23, 5, 1, 7, 3, 3, 23, 4, 5, 8, 23, 7, 8, 2, 4, 1, 4, 7, 8, 6, 1, 6, 5, 4, 4, 3, 6, 2, 3, 23, 6, 1, 1, 5, 2, 23, 6, 3, 7, 4, 7, 7, 6, 2, 7, 2, 7, 8, 8, 5, 1, 7, 23, 23, 8, 6, 8, 5, 5, 7, 23, 0, 3, 0, 4, 1, 0, 2, 8, 0, 6, 0, 5
